raison_sociale;ville;mobile;tel;email;siteweb
AKORIT;Abidjan;67100789;22497559;c.alodjogbe@akorit.com;https://akorit.com
MANEKEN TADAH Gisèle;PARIS;+33 6 66 54 19 51;+33 1 77 17 61 51;citiesgrowing@gmail.com;http://www.citiesgrowing.com
"ETABLISSEMENT SOLUTION NUMERIQUE DE COTE D&#39;IVOIRE (ESNCI)   (EX ONOFFPAY)";Abidjan;77107131;77107131;prince2agnan@gmail.com;http://www.onoffpay-ci.com
"Com&#39;vente (VASES D&#39;HONNEUR)";Abidjan;78420886;78420886;junior.dasse@vasesdhonneur.info;http://vasesdhonneur.org
Popcorn;Abidjan;57477812;57477812;francisgole27@gmail.com;http://www.popcorn.ci
LAFALAISE DION ENTREPRISE;Abidjan;59938536;59938536;admin@lafalaisedion.com;http://www.lafalaisedion.com
TOOBIB;Abidjan;+22508942184;+33658845300;ytehe@toobibs.com;https://toobibs.com/
SOGEMED PISAM;Abidjan;07071112;22483131;edjibo@pisam.ci;http://pisam.ci
"Bold &amp; LBB SAS";Douala;697047836;697047836;bold@boldandlbb.com;http://www.boldandlbb.com/
NAKO TECHNOLOGIES;YAMOUSSOUKRO;47015550;30642719;narcissekouame193@gmail.com;http://nt-ci.net
JsM;Grand Bassam;67765837;67765837;sophie.rea@outlook.fr;http://lhotelier.net
OUINOVA;Abidjan;49034272;49034272;ericbodoe@gmail.com;http://www.capitalmusik.com
BELIM IMMOBILIER;YAMOUSSOUKRO;48336518;48336518;belimyakro@gmail.com;http://job2maison.com
INSIDE GROUP;ABIDJAN;08312037;20357774;insidegroup87@gmail.com;http://www.insidegroup-ci.com
Gesthorest;Abidjan;79525650;22525506;bserge85@gmail.com;http://www.gesthorest.com
"Soci&eacute;t&eacute; Africaine d&#039;Etudes et de R&eacute;alisation";BAMAKO;73726223;20290858;saer@saer-group.com;https://humaneo.africa
World Business Services;Mbour;785838686;339547087;nianesalimata12@gmail.com;http://www.worldbusinessservices222.com
E-RECOLTE;Abidjan;47399476;21005244;kouaho.angepatrick@yahoo.fr;http://www.e-recolte.com
SANAGA CREATION;Abidjan;0708842779;0708842779;sanagacreation1@gmail.com;https://sanagacreation.com
ADELIGHT HAIR;DAKAR;777927951;777927951;adasarr03@gmail.com;http://www.adelighthair.com
Supreme Services;Koumassi;47912722;02325123;galoreatl@gmail.com;http://www.monevva.com
LIFE TV;ABIDJAN;07381010;22549898;finance@lifetv.ci;http://www.lifetv.ci
Groupe Etudes Monde;Abidjan;44322292;02871110;servicecomptabilite225@gmail.com;http://www.etudesmonde
DBS;Abidjan;08968013;08968013;test-dbs@cinetpay.com;https://cinetpay.com/
global shopping;abidjan;54232641;23536618;loue.gbakajordane@gmail.com;https://www.global-shopping.net
DEXCO;Abidjan;02104613;20329095;paiements@dexco.ci;https://dexco.ci
"Jo&#39;elles Luxe & Accesoires";Abidjan;57862189;57862189;rachidisoule@gmail.com;https://www.jo-elles-luxes.com/
ADONAÎ BUSINESS EXPERT;Bouaké;+225 58018101;+225 ;gba.albert@gmail.com;http://www.nanok.ci
Technology Market ;Abidjan;49388424;49388424;technologymarket55@gmail.com;http://tmpay.shop
BICASH;"Yaound&eacute;";656354563;670043710;pascalwache05@gmail.com;http://bicash.biz
WAANDA STOUDIO;Abidjan;02392602;02392602;contact@waandastoudio.org;http://www.waandacomics.com/
MGM;Lome;767590934;767590934;contact@manageglobalmusic.com;https://www.manageglobalmusic.fr
Etudesk SAS;Abidjan;+225 48217001;+225 48217001;infos@etudesk.org;http://etudesk.com
KP10 IS;"Lom&eacute;";+22891015980;+22891015980;pay@kp10is.com;http://kp10is.com
ORCA;Abidjan;05101135;05101135;aimanzabad@gmail.com;https://orca.ci
AroSoft;Abidjan;0709902927;0506167777;jules.nzi@arosoft.fr;http://www.netsmspro.net/client/arosoft/fr/index.html
TRAP YOUR TRIP;"Yaound&eacute;";690273220;690273220;contacts@trapyourtrip.com;http://www.trapyourtrip.com
NZODJO ET FILS TRADING LTD.;Yaounde;655381503;655381503;etsnzodjoetfils@gmail.com;http://www.MboaShopNow.Com
PIMPIMEXPRESS;Lome;+33753276287;70405381;pimpimexpress228@gmail.com;http://www.pimpimexpress.com
claudia cosmetique;ABIDJAN;09017115;09017115;adjoclaudiadjegna@gmail.com;http://claudiacosmetique.com/
EPH & MI;Abidjan;56950481;56950481;rehum@live.fr;http://nsito.ci
AFRICA HOME SERVICES LABEL;Abidjan;47010820;87877894;akichiaboa@gmail.com;http://www.ahslabel.ci
PEVANS-BLACKBET;KINSHASHA;8034356155;8034356155;kunle@blackbet.co;http://drc.blackbet.co
"Tex&#039;Style";Abidjan;07779026;22001725;agara@texstyle-ci.com;http://texstyle-ci.com
Guaranty Trust Bank CI;Abidjan;68241970;21311500;epayment.ci@gtbank.com;https://www.gtbankci.com/
"MISSION TERRE D&#39;EVANGILE (MTE)";Abidjan;09941894;22524852;donatiendibi@gmail.com;http://www.davidelisee.com
One Call;Abidjan;07942943;22470500;jdago@onecall.ci;http://onecall.ci
Commerce Electronique;"Bouak&eacute;";58479736;30630419;groupecgic2017@gmail.com;https://cgicmarket.herokuapp.com/
XNOVA;Abidjan;79947988;22436440;allui0293@gmail.com;http://monpote.armeltissi.com
ONG MARANATHA ;Abidjan;07463623;07463623;ongmaranatha.org@gmail.com;http://wwww.ongmaranatha.org
JLH COOMUNICATION;"Lom&eacute;";92565013;92565013;jeanluchuedo@gmail.com;http://jlhcommunication.com
Test BAD;Abidjan;08968013;08968013;test_bad@cinetpay.com;https://cinetpay.com/
DBS AFRICA;Abidjan;49496794;49496794;production@dbs-africa.com;http://cinetpay.com
TEST DBS AFRICA;Abidjan;49496794;49496794;test@dbs-africa.com;http://cinetpay.com
IDEEOGIC;bamako;+223 76646467;+223 44243340;mjawara.susoko@gmail.com;https://ideelogic.ml
NOVAMIND SARL;BRINDISI;225 48 71 28 06 ;225 21 74 13 90;administration@novamindgroup.com;www.blouma.com
IRON TECHNOLOGIES;Lome;91339152;91339152;fridoehon@gmail.com;https://iron-technologies.com
EASYBEST;DOUALA;699996965;699996965;diffoton@gmail.com;http://easybest-travel.com
WecandA Academy;Abidjan ;58074598;21284184;amonyann@gmail.com;http://academy.wecanda.com
AFRICA DISTRIBUTION;Abidjan;+225 07892722;+225 21357132;africadistribution@gmail.com;http://www.africadistribution.net
ARYA;Abidjan;+225 79375474;+225 79375474;aholi15@univmetiers.ci;http://www.aryayop.ci
TEX-I;Abidjan;72393940;22536714;urbainek@gmail.com;http://anobla.com
"VASES D&#39;HONNEUR CDF";ABIDJAN;78763823;07973736;vasesdhonneurcdf@gmail.com;https://vasesdhonneurcdf.org
SOFTDATA;ABIDJAN;49386309;21292194;softdata.cc@gmail.com;http://www.softdatacc.com
ARIEL TECHNOLOGY AND SOLUTIONS;OUAGADOUGOU;76129463;76129463;infobeec1@gmail.com;http://www.arieltech.org
PROPULSES;ABIDJAN;08001212;21351610;administrateur@kevajo.com;http://kevajo.com
UNIT3D;Yaounde;655903930;655903990;theartxsoul@gmail.com;theunit3dstore.com
NOOR INTERNATIONAL DISTRIBUTION;Abidjan;67877777;21250037;romain.sebego@gbcysgroup.com;https://btpnoor.com/
"BLOOSAT C&ocirc;te d&#039;Ivoire";Abidjan;58757535;58757535;gwladys.mbanga@bloosat.com;http://bloosat.ci
SASU COBAGAGE;PARIS;675681028;675681028;contact@cobagage.fr;https://www.cobagage.com/user/home
AYAEL Entreprise;Abidjan;+225 07771431;+225 07771431;ayael@ayael-entreprise.com;http://www.ayael-entreprise.com
Babi Society;Abidjan;01510413;01510413;africapronos@gmail.com;http://AfricaPronos.com
VASCONEX;abidjan;74807777;22592740;thimak@vasconex.com;http://afreekaplay.com
ATTYE SALIM;DAKAR;781130554;781130554;sam@kokoconcept.com;https://kokoconcept.com/
PANAFRICAN GROUP ;DOUALA;694045786;699044012;ngouloures@gmail.com;http://www.panafrican-group.com
"ETABLISSEMENT SOLUTION NUMERIQUE DE COTE D&#39;IVOIRE (ESNCI) (EX ONOFFPAY)";ABIDJAN;+225 77107131;+225 77107131;ericjean237@gmail.com;http://www.onoffpay-ci.com
Artificial Studio;"Yaound&eacute;";653120162;697547228;aitipsters@gmail.com;https://aitipsters.wordpress.com
Fleur de soie;Abidjan;+22505425673;+22505425673;diomrich@gmail.com;http://www.fleurdesoie.net
2S PROJECT ;ABIDJAN;58983952;22407679;zietin@gmail.com;https://www.facebook.com/2S-Project-127744443940733/
SODEFOR;ABIDJAN;75757275;22483000;yaoangelvis@gmail.com;http://www.sodefor.ci
Si360;Douala;+237675430936;+237675430936;fyonou@outlook.fr;http://si360afrique.com
"Aujourd&#039;hui";Abidjan;49678234;+22571726169;gbadamassibidemidenis@gmail.com;http://www.aujourdhuiquotidien.net
K.ROL- PRODUCTIONS;Abidjan;05882822;77955261;rolkk2014@gmail.com;http://cinetpay.com
AYWAJIEUNE;DAKAR;772671729;338325536;malickbirane@gmail.com;http://aywajieune.co
"Global Technologies &amp; Energie Holding (GTEH)";Abidjan;95361392;58002448;sionfongo.kone@gmail.com;https://www.vehistoric.com
ASSISTECHNOLOGIE;ABIDJAN;+225 45002419;+225 07904917;mgouma@assistechnologie.net;http://questioncash.online
"etsg&amp;j";douala;683329348;683329348;contact@francineshopping.com;https://www.francineshopping.com
COMPAGNIE FINANCIERE DE PAIEMENT;ABIDJAN;87770707;20239225;dirco@cfp.ci;http://cfp.ci
PRIME FOUNDATION;ABIDJAN;507564951;+233507564951;info@prime-foundation.com;https://www.prime-foundation.com/
"WIND&#039;S GRACE";ABIDJAN;58199499;58199499;windsgrace.ci@gmail.com;http://windsgrace-sarl.net
Wallets Africa;Abidjan;0769010563;0769010563;john@wallet.ng;http://wallets.africa
WELULLA;Abidjan;+225 07895086;+225 07895086;adisa.fawaz@cinetpay.com;http://adisa.ci
Perfect Nails;Abidjan;+225 07006225;+225 22402795;racgui4@gmail.com;https://www.facebook.com/em.perfectnails/
Le Refuge;Abidjan;08104613;08104613;josiasakakpole@gmail.com;http://dexco.ci
FLUTTERWAVE INC.;Lagos;8174701716;8174701716;treasury@flutterwavego.com;http://flutterwave.com
DIGITAL BUSINESS ENTREPRISE;ABIDJAN;43439161;43439161;lecomptoirdefriandises@gmail.com;http://www.lecomptoirdesfriandises.com
Creditinfo West Africa;Abidjan;08873220;22411669;mycreditinfo@bic-uemoa.com;http://uemoa.creditinfo.com
CinetPay Test;Abidjan;07070707;22222222;test@cinetpay.com;https://cinetpay.com
Weblysoft;Douala;691488419;0678219665;info@weblysoft.com;http://weblysoft.com/
Best Consulting Group;"Yaound&eacute;";675971040;675971040;bestconsultinggroupsarl@gmail.com;https://etudenbelgique.be
HYPERIONS;Lome;90298919;90298919;hyperions.shop@gmail.com;http://hyperions-shop.com
"CONSEIL NATIONAL DE L&#039;ORDRE DES MEDECINS DE C&Ocirc;TE D&#039;IVOIRE";ABIDJAN;0759804580;22429519;comitecredit@medecins.ci;http://www.medecins.ci
JMC SARL;ABIDJAN;07670404;21787378;econsulting@jmc.ci;http://www.econsulting.com
Ets. Cerisi company;Douala;696210908;696210908;djapopat@gmail.com;https://dishup.cm
KaphShop;"Lom&eacute;";91941381;90044094;admin@kaphshop.com;http://kaphshop.com
"Int&eacute;rieur maison";Ouagadougou;07023333;07023333;interieurmaison226@gmail.com;https://interieurmaison.net/
"SARL GODWTN &amp; PHENIX ENTR";abidjan;57565519;57565519;infos@diabete.ci;http://diabete.ci/
Malidoc Numerik;Bamako;75447441;75447441;gaoussoukanf.business@gmail.com;http://malidocnumerik.com
ROISBET;yaounde;680585351;690115646;costadmss@hotmail.com;http://rois.betomall.com
idobet;Or Yehuda;036348129;036348129;asaf@idobet.com;http://idobet.com
AHESSA ENTREPRISES SARL;ABIDJAN;0768388090;0768388090;ahessa.entreprises@gmail.com;http://www.spasfashionistasci.com/
FAN CLUB DIDIER DROGBA FOREVER(FCDDF);ABIDJAN;05962697;07155894;didierdrogbaforever@gmail.com;www.didierdrogbaforever.ci
ICOAST MOVIE;ABIDJAN;08883909;08883909;brownowell@gmail.com;http://www.afrocinestream.ci
Divinehills productions ;Douala ;671776097;671776097;ncpnoble@gmail.com;https://www.divinehills.tv
Plus Exchange Market;"Lom&eacute;";93023716;93023716;plexmarket1@gmail.com;http://Plex.com
COMAWEB;ABIDJAN;55993511;55993511;comaweb31@gmail.com;http://collegeascension.net
ONAWLA SARL;YAOUNDE;695380404;695380404;eocochat@gmail.com;https://www.eocochat.com
E-MICROSERVICES;Abidjan;05420552;05420552;kouamefranck06@gmail.com;http://www.e-microservices.fr
HKPinoy Global Limited;Hong Kong;675931211;0675931211;operations@hkpinoy.com;http://hkpinoy.com
GREGOIRE FURRER PRODUCTIONS;Abidjan;767609492;+2250797866166;thomas@montreuxcomedy.com;https://dycoco-comedy.com/
MINUTREX;ABIDJAN;0545373815;0576884444;hielandryh@gmail.com;http://www.minutrex.net
CAGE TOGO;"Lom&eacute;";90904903;90906444;cagetogo@gmail.com;https://www.cagebatiment.com
Rue du pagne Togo;"Lom&eacute; ";92369750;92369750;issiakouadjassa72@gmail.com;https://www.ruedupagne.com
ANDYTECH;Daloa;0748302826;0604414804;kttktt.kouadio@gmail.com;http://www.facebook.com/ConcoursCoteDivoire
RADIO ESPOIR;Abidjan;+225 59331304;+225 21756801;store@radioespoir.ci;http://www.radioespoir.ci
ZAMS CORPORATION;Abidjan;08853600;08853600;abdeltraore@luxizone.com;http://women.luxizone.com
FCBYUS;LOME;90282461;90282461;officielbyus@fcaudioedit.com;http://fcaudioedit.com
DIRECT DIGITAL SARL;YAOUNDE;655584828;655584828;service@directdigital.site;https://directdigital.site/
Libra Solutions;Abidjan;08525392;08525392;kiwanuka81@gmail.com;http://abidjandeal.net
FUTUREX NTIC;ABIDJAN;78136163;22010377;futurex.ntic@gmail.com;https://yakoihici.com/
LES MUTUELLES REUNIES SA;YAOUNDE;673017569;655555550;willyndoumen@gmail.com;http://lmr-assur.com
CFP;Abidjan;0603845029;0603845029;tpoullain@creacard.net;http://www.cfp.ci
Helvtica Clover Financial;"Gen&egrave;ve";772536452;0762747897;info@h-cloverfin.ch;https://h-cloverfin.ch/
GLOBAL TRADE CORPORATION;"Lom&eacute;";90363681;70405271;dfc@gtcorp-sa.com;http://globaltrade-app.com
Ivoire-doc;Abidjan;+225 78338098;+225 41438961;tigbywilfried225@gmail.com;http://ivoire-doc.com
Alpha X Tech (AXT);Abidjan;57393132;57393132;alpha1ecity@gmail.com;http://www.alpha4you.net/
Worldev;Abidjan;09950650;22411000;worldev@worldevci.com;http://wordlev.ci
SIRIUS FINANCES;Abidjan;08321150;08321150;vincent.sica@siriusfinances.ci;http://www.siriusfinances.ci
KATORZ INC;Abidjan;57411218;57411218;inc.katorz@gmail.com;http://xivofficiel.com
TERRA VERDE HOLDING CAMEROON;Douala;0381645711;0381645711;info1@terraverdeholdingsrlhotels.com;https://terraverdeholdingsrlhotels.com/
Chroniques de Mona Lys;Abidjan;48323191;48323191;davidberengerkoffi@gmail.com;https://chroniquesdemonalys.com/
KLAMAN;Abidjan;+225 41628083;+225 08389296;siecool2012@gmail.com;http://www.jememarie.ci
FINTECH HYKSOS;ABIDJAN;59010400;07400716;toma.keumingo@hyksos.tech;http://www.hyksos.tech
CSP;ABIDJAN;49119006;21405005;csp.amon@gmail.com;https://www.acp-csp.com
AGESFO SARL;Douala;693461332;233427678;bonglorentz@gmail.com;http://agesfo.net/
"GENIEXPERTS &amp; CONSEILS";"Lom&eacute;";91341236;91341236;dg.geniexperts@gmail.com;http://www.geniexperts.tg
GEVEVIT;Abidjan;0759101041;0759101041;gevevit@gmail.com;http://gevevit.com
SARL;abidjan;+225 77070889;+225 21361258;ouddaf3@gmail.com;http://www.alloservices.ci
"AK&#39;BIZNEXT";ABIDJAN;48988553;48988553;attemene.kouassi@akbiznext.com;www.akbiznext.com
BSPTech;Abidjan;88314199;22544521;bienfait4@gmail.com;https://topcontact.ci
"La Maison D&#039;Akoula";Assinie;78789100;79493479;lamaisondakoula@novate-digital.com;http://lamaisondakoula.com
TALL GROUP;"Port-Bou&euml;t  Abidjan";+225 07607092;+225 07627092;tallgroup.ci@gmail.com;http://tallgroup.ci
mediaplus;abidjan;+225 ;+225 ;djessan.aka@gmail.com;http://www.franck.com
Connecticka;Abidjan;08640527;89004032;sfgis1353@gmail.com;https://wito.hotepmaat.com
LoHiDi Group;Abidjan;07088586;07088586;joel.gnakale@lohidi.com;https://www.aidnov.com/
EVOF;Ouagadougou;62803670;62803670;f.sourgou@fasonumerique.com;https://evofgroupe.com/
DAMANSAH INC;Abidjan;07438166;07438166;claver@damansah.com;https://www.damansah.com
GROUPE HORINF;ABIDJAN;67672858;+22540401656;groupehorinf01@gmail.com;http://www.ivoireticket.com
24416914000104;Barueri;11980516970;11971663962;financeiro@lunes.io;http://lunes.io
GN Conseils;Abidjan;05967960;22434540;nestor.gnahoui@gn-conseils.com;http://www.gn-conseils.com
PKD CONSEIL;Abidjan;59210638;20244144;pierredjemis2@gmail.com;http://pkdworld.com
COMPUTEC SA;Abidjan;07037502;22422323;daniel.dindji@gmail.com;http://www.computec.com
Emergent Payment Ghana;Accra;242554834;269015901;astrid.enianloko@emergentafrica.com;http://emergentafrica.com/index.html
Entreprise individuelle inupersonnelle;Abidjan;47184121;21769695;agtcinetpay@gmail.com;https://afrique-globaltechnologies.com
LBI INTERNATIONAL ;YAOUNDE;753428408;0753428408;payment@kamycity.com;https://www.kamycity.com/
FINASYS TECHNOLOGIES;Abidjan;+225 07686822;+225 07686822;harounclub1987@gmail.com;http://www.ecolemedia.ci
Wafa Couture;Abidjan;07099330;22464617;wafahautecouture@gmail.com;http://www.wafa-couture.com
NGUESSAN KOUAKOU ET FILS;ABIDJAN;41859625;41859625;konocenter225@gmail.com;http://www.ivoireshopci.com
SOCIETE IVOIRIENNE DE BOUTIQUES EN LIGNE ;Abidjan;+22507811069;54401199;boutique@laloveroom.com;http://www.laloveroom.com
HAPPY EARNINGS LTD;"Yaound&eacute;";671506350;+237671506350;fopeleayafor@gmail.com;http://myhappyearnings.com
LVDD SARL;ABIDJAN;01997070;01997070;d_auer@lesvoyagesdedany.com;https://www.lesvoyagesdedany.com
AFRIKREA SAS;Abidjan;57712727;58701821;finance@afrikrea.com;http://afrikrea.com
MAP-CEPIA;Abidjan;0709120773;0505534265;gervaisbrou7@gmail.com;http://map-cepia.com
BOUA SERVICES AGRO;BOUAKE;0707672830;0707672830;agroventeci@gmail.com;http://agrovente.ci
ACT-IN-TECH;ABIDJAN;07947670;07947670;hyacinthe.kouassi@actintech.org;http://www.actintech.org
Active Agence;Abidjan;0708757794;22409830;cmt@active-agence.com;http://www.active-agence.com
AFINOV SARL;ABIDJAN;59078748;+22522480585;direction@afinov.net;https://afinov.net
CIAFORP ( MON MAILLOT );abidjan;09924317;09924317;monmaillot.net@gmail.com;http://monmaillot.net
2WLS;CASABLANCA;672635367;522216661;hicham.amadi@2wls.net;https://www.2wls.com
Ariel Shop;Abidjan;0757230420;0102373809;jeanramani@gmail.com;http://arielshopbexley.com
IKATV SARL;Bamako;74930000;74930000;support@ikatv.africa;https://ikatv.africa
DIGITAL CONCEPT CORPORATE;Abidjan;+225 08922192;+225 08922192;dgitalcorp@gmail.com;http://store.digitalcorporate.net
Hamster Holding;Abidjan;0140695252;0140695252;dsaab@hamsterpos.com;http://www.hamsterholding.com
CHIC AFRICA BEAUTY;ABIDJAN;09804906;21777577;assi.fortunee@gmail.com;http://chicafricabeauty.com
NAFA SERVICE;Abidjan;07263547;03635040;fadigasouato@gmail.com;http://www.flammenuptiale.com
BSA CONSULTING;ABIDJAN;0708221219;08221219;bsaconsulting01@gmail.com;http://excelapprofondi.com
Sooko Group Inc.;London;5197022510;5197022510;mrhendricks@live.com;http://www.sookotrade.com
FREELANCE EDITEUR;ABIDJAN;07094251;07094251;freelancediteur@gmail.com;http://www.freelance-editeur.com/
INTERNATIONAL GREEN AFRICA ( AEEECI );ABIDJAN;0747368901;0504038460;louame.prince@gmail.com;http://giga.ci
My Place Events;Abidjan;86067400;86067400;charlene.valmorin@myplace-events.com;https://myplace-events.com
SARL U;lome;93224057;93224057;info@kabaashop.com;http://kabaashop.com
SOCIALINE;ABIDJAN;57575620;57575620;sis@socialine-ci.net;https://socialine-ci.net
BAYARD AFRIQUE;ABIDJAN;0504041771;2522021111;daniel.grahi@bayard-afrique.com;http://www.bayard-afrique.com
Yao Consulting;Abidjan;08216009;08216009;bareys.net@gmail.com;www.rapidservices.net
Mandjou corporation holding;Abidjan;0788322365;0788322365;info@maisonmandjou.com;http://maisonmandjou.com
MaishaPay;kinhsasa;0707830761;976002329;developer@maishapay.net;https://www.maishapay.net/
GROUPE CEFIAT;Abidjan;0708723113;20210121;franck.kouassi@cefiat.ci;http://cefiat.ci
ARCHANGE;Abidjan;+225 48872346;+225 48872346;franckory2@gmail.com;http://ivocar.ci/archange_hotspot
XSEL SERVICES;Abidjan;+225 01000364;+225 22470621;direction@xsel-services.com;http://www.xsel-services.com
 Fournir des solutions fintech beaucoup plus abordables aux utilisateurs;San Francisco;3477624543;3477624543;dev@chippercash.com;http://chippercash.com
afrikevents;Abidjan;+225 07707174;+225 07707174;markez2tm@gmail.com;http://www.afrikevents.ci
SCI PAVILLON 2000;Grand-Bassam;57088068;21212289;marcelsamson14@gmail.com;http://prixbas.ci
TEST;Abidjan;+225 09538217;+225 09538217;lamine.azinakou@cinetpay.com;http://cinetpay.com
Pougala Academy;Bafang;691351989;691351989;boyom5@gmail.com;http://pougala.net
Orionis;Abidjan;0779875525;0779875525;orionis.socialmedia@gmail.com;http://amygogroup.com
flora tanoh creation;abidjan;08012715;08012715;floretanou@gmail.com;https://floratanoh.wordpress.com/
KYMA ( QUICK BURGER );ABIDJAN;09697206;07045945;contact@quickburgerci.com;http://quickburgerci.com
Performance Afrique;Abidjan;09380054;09380054;germain.k@performanceafrique.com;http://amianmehaddominique.com/
GUANXI INVESTMENT BURKINA;OUAGADOUGOU;70236378;70236378;mathias.bazie@guanxi-invest.com;https://www.guanxi-invest.com
ASTOR PROTECT;Douala;695924661;691500075;sales@astorprotect.com;https://astorprotect.com
Oasis Digital;Amiens;623219219;0623219219;grand.mall.virtuel@gmail.com;https://lesboutiques.site/
Commercial;Dakar;781817787;781817787;worldbusinespro@gmail.com;https://senbusinesspro.com
Eversend;Paris;782823362;0140100067;stone@eversend.co;https://eversend.co
Yuscards VISA;Douala;651220919;49646588;yuscards@gmail.com;https://www.yuscards.com
OAP SERVICE;ABIDJAN;08990139;03044909;oap.service@levomux.com;http://upcontact.levomux.com
